text,aspect_term,polarity
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative
There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.,video-editing,neutral
The apple care has never failed me[comma] and I expect it to be the same for this computer as well.,apple care,positive
"In desparation[comma] I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,negative
I have no idea how to burn cd's or to use the web cam[comma] just for starters.,web cam,neutral
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive
I was said it's videocard.,videocard,negative
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,positive
Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows,negative
Without a doubt[comma] the *design* of this laptop is fantastic.,design,positive
Even with virus protection[comma] it always turned off when updates were needed and installed.,virus protection,negative
I have found it very easy to use[comma] very imformative[comma] wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.,programs,positive
_ The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,negative
Great OS[comma] fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.,processor speed,positive
Applications open in seconds and there are no lags[comma] hiccups or awkward moments when you wonder whether your computer is out for tea.,Applications,positive
It is always reliable[comma] never bugged and responds well.,responds,positive
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative
The Mac Snow Leopard O/S is extremely easy to use[comma] although very different than Win XP[comma] Visa or Win7.,Win XP,neutral
The buttons you have to press a little harder than most.,buttons,negative
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality,positive
Awesome graphics!,graphics,positive
I had read online that some users were having sound problems.,sound,negative
That's very possible[comma] but since they don't make Windows XP drivers for the sound card in this machine[comma] I was stuck until Windows 7 came out.,Windows 7,positive
I use iphoto all the time[comma] which is a great program for anyone who is into photography - amateurs and experts alike.,iphoto,positive
the hinge design forced you to place various connections all around the computer[comma] left right and front.,hinge design,negative
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,positive
It has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.,web browsing,neutral
That included the extra Sony Sonic Stage software[comma] the speakers and the subwoofer I got (that WAS worth the money)[comma] the bluetooth mouse for my supposedly bluetooth enabled computer[comma] the extended life battery and the Docking port.,Sony Sonic Stage software,neutral
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,negative
The operating system and user interface is very intuitive[comma] and the large multi-touch track pad is amazing.,user interface,positive
Yes[comma] a Mac is much more money than the average laptop out there[comma] but there is no comparison in style[comma] speed and just cool factor.,speed,positive
I run windows via bootcamp for the couple programs I do not want to buy a mac version of[comma] like my cad programs.,programs,neutral
The battery life is great.,battery life,positive
The leather carrying case[comma] keyboard and mouse arrived in two days from Memphis warehouse.,keyboard,neutral
The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative
I love the operating system and the preloaded software.,operating system,positive
Theres also iDVD[comma] a program dedicated to putting all your favorite media together- photos[comma] recordings[comma] video projects into one program so that you can create the perfect memoir for your parents[comma] family[comma] siblings[comma] and any other person important in your life that there may be.,iDVD,positive
The computer runs very fast with no problems and the iLife software that comes with it (iPhoto[comma] iMovie[comma] iWeb[comma] iTunes[comma] GarageBand) is all very helpful as well.,iMovie,positive
_I actually had the hard drive replaced twice[comma] the mother board once[comma] the dvd drive twice[comma] then they FINALLY agreed to replace it[comma] (ALL OF THIS IN LESS THAN 1 1/2 YEARS!,hard drive,negative
Great product by Apple with the new great looking design.,design,positive
_One night I turned the freaking thing off after using it[comma] the next day I turn it on[comma] no GUI[comma] screen all dark[comma] power light steady[comma] hard drive light steady and not flashing as it usually does.,GUI,negative
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,positive
But when I received my replacement[comma] I made BOTH recovery DVDs (4)[comma] and a driver/application DVD.,driver/application DVD,neutral
I had it four months when my disc drive refused to open.,disc drive,negative
Crisp screen[comma] great battery life[comma] and plenty of storage.,battery life,positive
Though the picture[comma] video[comma] and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.,video,negative
Easy to carry[comma] can be taken anywhere[comma] can be hooked up to printers[comma]headsets.,carry,positive
_ The hard drive crashed as well[comma] and I had to buy a new  power cord.,hard drive,negative
Screen[comma] keyboard[comma] and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen[comma] responsive island backlit keyboard[comma] and fun multi-touch mouse is worth the extra money to me alone.,screen,positive
"This laptop looks great on the surface: 17"" inch screen[comma] good  price-point[comma] nice appearance[comma] boots up quickly[comma] runs fast etc.",runs,positive
The dv4 boasted a faster processor[comma] more memory[comma] and a bigger hard drive than my old computer[comma] plus a better quality web cam[comma] nicer screen[comma] and many other features.,web cam,positive
It is super easy to use.,use,positive
So[comma] I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.,genius bar staff,negative
If upgrade is possible to the full Windows 7[comma] then I will truly be a very happy geek.,Windows 7,positive
Oh yeah[comma] don't forget the expensive shipping to and from HP.,shipping,negative
I have no idea how this could have even gotten past quality control during production.,quality control,negative
They gave me a hard time yet again[comma] but their was a malfunction in the battery itself[comma] it didn't die.,battery,negative
They claim call center is still down.,call center,negative
"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signal,negative
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,performace,positive
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming performance,positive
It doesnt work worth a damn.,work,negative
In fact[comma] somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently[comma] behind the front of the screen[comma] in the way of the display.,screen,negative
Of course[comma] for a student[comma] weight is always an issue.,weight,neutral
The speed gives you the power to work on these projects seamlessly[comma] and multiple at a time if you sowish.,speed,positive
Have not yet needed any customer support with this yet so to me that is a great thing[comma] which is leaps and bounds ahead of PC in my opinion.,customer support,positive
With all the programs that came with it[comma] such as iLife and iWork[comma] I was set from the very beginning.,iLife,neutral
After a couple of years[comma] my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.,battery,negative
All the things you can do with the trackpad make navigating around the computer and its programs so much simpler[comma] quicker[comma] and easier.,navigating,positive
But the screen size is not that bad for email and web browsing.,web browsing,neutral
_ They replaced my hard drive as well as my mother board.,mother board,neutral
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive
It's applications are terrific[comma] including the replacements for Microsoft office.,Microsoft office,positive
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral
If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,negative
The video card is great for media[comma] and above average for gaming[comma] but not a gamers first choice.,gaming,positive
Garageband is easy to work with[comma] like all the other apple applications I've had experience with.,Garageband,positive
The computer runs very fast with no problems and the iLife software that comes with it (iPhoto[comma] iMovie[comma] iWeb[comma] iTunes[comma] GarageBand) is all very helpful as well.,iPhoto,positive
The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me[comma] they said my warrenty was up and hung up on me.,warrenty,negative
_ Until I bought the Dell[comma] I thought you just looked for what you wanted (size[comma] software[comma] options[comma] hardware) and purchase the best deal you could find.,hardware,neutral
A seventy dollar mouse!,mouse,neutral
Programs would crash all the time[comma] and it turned out to be a very unstable[comma] unreliable laptop for me.,Programs,negative
Also[comma] because of the size and consistancy of the laptop computer[comma] some websites wouldn't even attempt to work on the computer because of browser problems.,size,negative
The ATI graphics card is a huge plus[comma] definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with[comma] such as Half-Life 2 or even World of Warcraft.,ATI graphics card,positive
It's super fast and a great value for the price!,price,positive
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,negative
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive
I bought this laptop and found its TAB is not functioning.,TAB,negative
I especially like the backlit keyboard.,backlit keyboard,positive
If you want a little more custom ability[comma] drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.,2GB stick of memory,positive
I dislike the weight and size[comma] cubersome.,size,negative
iPhotos is an excellent program for storing and organizing photos.,program,positive
1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,negative
That's very possible[comma] but since they don't make Windows XP drivers for the sound card in this machine[comma] I was stuck until Windows 7 came out.,sound card,negative
We also use Paralles so we can run virtual machines of Windows XP Professional[comma] Windows 7 Home Premium[comma] Windows Server Enterprise 2003[comma] and Windows Server 2008 Enterprise.,Windows Server 2008 Enterprise,neutral
Not sure how I recommend it for quality gaming[comma] as I have a desktop rig for that reason.,gaming,negative
Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,positive
I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive
I connect a LaCie 2Big external drive via the firewire 800 interface[comma] which is useful for Time Machine.,firewire 800 interface,positive
"We carry the netbook around here and there[comma] hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,negative
"Since I keyboard over 100 wpm[comma] I look for a unit that has a comfortble keyboard (no keys sticking or lagging[comma] strange configuration of ""extra key""[comma] etc.","configuration of ""extra key""",positive
We also use Paralles so we can run virtual machines of Windows XP Professional[comma] Windows 7 Home Premium[comma] Windows Server Enterprise 2003[comma] and Windows Server 2008 Enterprise.,Windows Server Enterprise 2003,neutral
They are about the same size keys.,keys,neutral
_ also the battery is completely shot.,battery,negative
The screen is bright and vivid and the keyboard is very easy to use[comma] very important for use quick typers.,keyboard,positive
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,positive
_ We have had numerous problems with Vista[comma] such as Adobe Flash player just quits and has to be uninstalled and then reinsalled[comma] Internet Explore just quits and you lose whatever you were working on[comma] also[comma] the same Windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,update,negative
Info: Windows failed to load because the kernal is missing[comma] or corrupt.,kernal,negative
HP said it was out of warranty.,warranty,neutral
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,negative
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,positive
The speed difference is next to NOTHING for a mac[comma] and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.,hard drive,neutral
They break down just as often as PCs do[comma] and the only reason they don't get viruses[comma] is because no one makes viruses for them[comma] they're not better in any way[comma] they are worse[comma] try finding virus protection programs for a Mac[comma] they don't exist.,virus protection programs for a Mac,negative
Finally[comma] I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.,2GB RAM stick,neutral
I'm really impressed with the quality and performance for the price of the computer.,price,positive
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,negative
The newer black keyboard took a little bit away from the previous gray one which looked really slick[comma] but it is still a great notebook!,black keyboard,negative
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,negative
The resolution on the screen is almost pure HD.,resolution on the screen,positive
It's even easy to hook up to other wireless networks.,hook up to other wireless networks,positive
I also love the design[comma] the looks[comma] the feel[comma] and the my toshiba feature is wonderfull.,my toshiba feature,positive
"The best thing to do is build your own computer[comma] but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant_ amount off the price.",price,positive
Call tech support[comma] standard email the form and fax it back in to us.,tech support,neutral
"This laptop looks great on the surface: 17"" inch screen[comma] good  price-point[comma] nice appearance[comma] boots up quickly[comma] runs fast etc.",appearance,positive
-4 RAM slots[comma] 2 HDD Bays*[comma] 16GB RAM support -No Wireless Issues[comma] at least for me.,Wireless,positive
But when I received my replacement[comma] I made BOTH recovery DVDs (4)[comma] and a driver/application DVD.,recovery DVDs,neutral
the laptop preformed pretty well.,preformed,positive
It was hard to handle and operate at school.,handle,negative
they improved nothing else such as Resolution[comma] appearance[comma] cooling system[comma] graphics card[comma] etc.,cooling system,negative
however[comma] I may have inadvertently thrown out one of the batteries with the shipping carton.,batteries,neutral
Also consider the MS Office apps are all trial versions[comma] hope you have your own copies.,MS Office apps,negative
 I propose that they can just swap the hard drives.,hard drives,neutral
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,negative
Skype is just so dang cool with this machine too.,Skype,positive
Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,positive
This computer had exactly the specifications I needed.,specifications,positive
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,neutral
Long story[comma] but after many calls to various  offices[comma] I was told that no one can override the depot and that managers  don't take phone calls or e/mails.,depot,neutral
Of course[comma] I also have several great software packages that came for free including iWork[comma] GarageBand[comma] and iMovie.,GarageBand,positive
BEST BUY - 5 STARS + + + (sales[comma] service[comma] respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple,sales,positive
There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.,Pages,neutral
The operating system and user interface is very intuitive[comma] and the large multi-touch track pad is amazing.,operating system,positive
Enabling the battery timer is useless.,battery timer,negative
The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read[comma] for example[comma] ""74%[comma] plugged in[comma] not charging"")[comma] requiring me to unplug it and plug it back in several times to get it to charge.",charging,negative
The leather carrying case[comma] keyboard and mouse arrived in two days from Memphis warehouse.,mouse,neutral
I think part of the problem with this computer is Vista[comma] yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).,Vista,negative
It's color is even cool.,color,positive
I thought learning the Mac OS would be hard[comma] but it is easily picked up if you are familiar with a PC.,Mac OS,positive
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,neutral
It has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.,battery life,positive
I know what 7 hrs of battery looks like.,battery,positive
10 plus hours of battery...,battery,positive
I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive
Though the picture[comma] video[comma] and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.,picture,negative
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,neutral
While I mostly use it for email[comma] internet and gaming[comma] I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.,applications,positive
I dislike the quality and the placement of the speakers.,speakers,negative
STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,negative
Well I spilled something on it and they replaced it with this model[comma] which gets hot and the battery doesn't make it through 1 DVD.,battery,negative
I would rate this computer at 5 stars[comma] but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.,life span,negative
they improved nothing else such as Resolution[comma] appearance[comma] cooling system[comma] graphics card[comma] etc.,graphics card,negative
If internet connectivity is important I would recommend going with a dell net book for 50 bucks more[comma] or buy a USB wireless card.,internet connectivity,neutral
Great OS[comma] fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.,thunderbolt port,positive
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,virus protection,positive
While most people say that PCs hold functionality and value and Macs are just pretty to look at[comma] I think there's something to be said about the simplicity of Macs.,simplicity,positive
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,USB port,negative
The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative
Wonderful sleek case design is only on the outside.,case design,positive
The computer runs extremely slowly[comma] whether opening Word or My Computer.,runs,negative
"This laptop looks great on the surface: 17"" inch screen[comma] good  price-point[comma] nice appearance[comma] boots up quickly[comma] runs fast etc.","17"" inch screen",positive
"Do you think I purposely ""destroy"" my netbook[comma] so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,negative
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,keyboard,neutral
Compared to similarly spec'd PCs[comma] this machine is good value[comma] well built and works easily right out of the box.,works,positive
Apparently there is a manufacturing defect[comma] something with the amount of thermal paste.,thermal paste,negative
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,negative
Could not keep up with me and finally the hard drive went out.,hard drive,negative
I love windows 7 but i can't give Toshiba any credit for that[comma] unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.,windows 7,positive
I reloaded with Windows 7 Ultimate[comma] and the Bluetooth and Fingerprint reader (software) would not load.,Fingerprint reader,negative
I would like at least a 4 hr. battery life.,battery life,neutral
The battery life was supposed to be 6 hours[comma] but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.,battery,neutral
The Mac Snow Leopard O/S is extremely easy to use[comma] although very different than Win XP[comma] Visa or Win7.,use,positive
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,positive
Whenever tried to turn it on[comma] it would restart as soon as the BIOS launched Windows (or Winblows[comma] as I like ot call it).,Windows,negative
Great product[comma] very easy to use and great graphics.,use,positive
This is a great value for the money.,value,positive
One suggestion I do have[comma] is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.,Microsoft office for the mac,negative
"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read[comma] for example[comma] ""74%[comma] plugged in[comma] not charging"")[comma] requiring me to unplug it and plug it back in several times to get it to charge.",charge,negative
Apparently well-built and gorgeous to look at[comma] the i5 MacBook Pro is a winning combination of price and performance.,look,positive
Right size and weight for portability.,size,positive
I regret buying it before understanding how awful it is to use.,use,negative
Memory is upgradable.,Memory,positive
For the Bluetooth to work properly[comma] you must install the Launch Manager on the Drivers/Applications DVD[comma] or it will not show after the reload.,Drivers/Applications DVD,neutral
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,positive
I should have checked this before I installed my applications.,applications,neutral
Sells for the same as a netbook without sacrificing size.,size,positive
First things first[comma] Macbook pro has many applications to make life easier[comma] unlike the windows computers.,applications,positive
PC users work in Word[comma] while Mac users work in Pages.,Word,neutral
The repairs were made quickly though I must say[comma] however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.,shipped,negative
_ And at one point[comma] they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).,memory stick,negative
The feature are good enough for what I need.,feature,positive
I bought a protector for my key pad and it works great :),key pad,positive
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,negative
I work in film editing and post production[comma] so I need a laptop that not only has power[comma] but memory and speed as well.,power,neutral
Seems to slow down occassionally but can run many applications (ie Internet tabs[comma] programs[comma] etc) simultaneously.,Internet tabs,positive
I was looking too closely at the other performance specs and while comparing[comma] I took it for granted that these features were standard.,performance specs,neutral
When you look at the specs on Apple products in comparison to a Dell or a HP[comma] yes they do seem to offer less for a higher cost.,cost,negative
The 2 GB of RAM is plenty[comma] able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.,Windows 7,positive
I love the solid machined aluminum frame[comma] and the keyboard is the best of any laptop I've used.,keyboard,positive
All apple associates are always wiling to help you out with anything[comma] no matter when you purchased the computer and how many years passed.,apple associates,positive
We also use Paralles so we can run virtual machines of Windows XP Professional[comma] Windows 7 Home Premium[comma] Windows Server Enterprise 2003[comma] and Windows Server 2008 Enterprise.,Paralles,neutral
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,neutral
No tutorials on the display.,tutorials,negative
The battery life is amazing[comma] the versitility is outstanding.,battery life,positive
Upgrading from Windows 7 Starter[comma] thru Windows 7 Home Premium[comma] to Windows 7 Professional was a snap;,Windows 7 Starter,neutral
There is no number pad to the right of the keyboard which is a bummer.,pad,negative
I could save ten essay papers and have hardly any memory left.,memory,negative
Even so[comma] I like playing online games[comma] so it was wonderful that there is a feature where I can dualboot Windows.,Windows,positive
Startup in about 30 seconds[comma] shutdown in 2-4 seconds[comma] resume from sleep in 0-2 seconds.,shutdown,neutral
Came fully loaded - good.,loaded,positive
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,negative
the touch pad is fine - again[comma] it's a real touch pad.,touch pad,positive
That included the extra Sony Sonic Stage software[comma] the speakers and the subwoofer I got (that WAS worth the money)[comma] the bluetooth mouse for my supposedly bluetooth enabled computer[comma] the extended life battery and the Docking port.,Docking port,neutral
The keyboard is like no other laptop keyboard.,keyboard,neutral
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,positive
Also[comma] HDD secures inside using rails[comma] and there is only one set on the main hard drive.,HDD,positive
It's also fairly easy to use the Operating System.,Operating System,positive
I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,positive
But the screen size is not that bad for email and web browsing.,screen size,positive
I already have a HP laptop I bought last year that's standard size.,size,neutral
Externally the keys on my keyboard are falling off[comma] after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit[comma] and the screen has a terrible glare.,keyboard,negative
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,Drivers,positive
I am not sure if it was the drive itself[comma] however;,drive,neutral
This is likely due to poor grounding and isolation between the components[comma] and I'm hoping that it can be fixed with a ground loop isolator[comma] but I still expected better product quality for this price range.,components,negative
The graphics and screen are stunning and although I was a PC person[comma] I was able to understand how to use a mac fairly quickly.,screen,positive
The Apple applications (ex.iPhoto) are fun[comma] easy[comma] and really cool to use (unlike the competition)!,iPhoto,positive
Its pretty fast and does not have hiccups while I am using it for web browsing[comma] uploading photos[comma] watching movies (720p) on occasion and creating presentations.,web browsing,positive
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral
The only thing I don't understand is that the resolution of the screen isn't high enough for some pages[comma] such as Yahoo!Mail.,resolution of the screen,negative
The difference is it's a whole lot of fun using the laptop now[comma] still learning the Apple navigation[comma] but is fun and comes with a lot of cool apps.,apps,positive
Second HDD cover has walls inside that need to be broken if you what to install one.,HDD cover,neutral
We also use Paralles so we can run virtual machines of Windows XP Professional[comma] Windows 7 Home Premium[comma] Windows Server Enterprise 2003[comma] and Windows Server 2008 Enterprise.,Windows 7 Home Premium,neutral
Now[comma][comma][comma][comma][comma]my monitor has been acting up for about 2 months.,monitor,negative
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.,trackpad,negative
The ease of use is wonderful.,use,positive
Finally[comma] the biggest problem has been tech support.,tech support,negative
The little battery that it did have would only last about an hour while just having it on the desktop.,battery,negative
Bigger HD[comma] better graphics card[comma] and a bid HD.,HD,positive
Battery is not upgradable to a longer life battery.,battery,negative
(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet[comma] artwork)[comma] and yet it is small enough to be reasonably portable.,size,positive
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,neutral
High price tag[comma] however.,price tag,negative
I think that if it is the motherboard again so soon that they should replace it.,motherboard,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse,positive
no complaints with their desktop[comma] and maybe because it just sits on your desktop[comma] and you don't carry it around[comma] which could jar the hard drive[comma] or the motherboard.,motherboard,neutral
Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,negative
The first programm I switched on was a game for my children.,programm,neutral
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative
All the things you can do with the trackpad make navigating around the computer and its programs so much simpler[comma] quicker[comma] and easier.,trackpad,positive
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive
Aside from the trial software and the short battery life[comma] lack of a webcam[comma] its great.,trial software,negative
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral
Another issue I have with it is the battery.,battery,negative
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY,negative
The pro is a great product[comma] I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).,edges,negative
I know there are way better laptops out there for the same price[comma] and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.,price,neutral
Good monitor and performed well.,performed,positive
A longer battery life would have been great - but it meets it's spec quite easily.,spec,positive
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,positive
keys are all in weird places and is way too large for the way it is designed.,designed,negative
no complaints with their desktop[comma] and maybe because it just sits on your desktop[comma] and you don't carry it around[comma] which could jar the hard drive[comma] or the motherboard.,hard drive,neutral
The speed difference is next to NOTHING for a mac[comma] and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.,speed,negative
Three[comma] the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.,system performance,negative
Everything is so easy to use[comma] Mac software is just so much simpler than Microsoft software.,Mac software,positive
But[comma] buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99)[comma] and save yourself $100 than the other model with 8GB of RAM.,4GB of RAM,neutral
Mine came at $1[comma]700 w/o a DVD burner (!).,DVD burner,negative
it has 3 usb ports[comma] 1 sd memory card reader and an sd memory car expansion.,usb ports,neutral
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive
This is a great little computer for the price.,price,positive
The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive
It runs perfectly.,runs,positive
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design based programs,neutral
_ upon giving them the serial number the first thing I was told[comma] was that it was out of warranty and I could pay to have it repaired.,warranty,neutral
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,positive
_ Until I bought the Dell[comma] I thought you just looked for what you wanted (size[comma] software[comma] options[comma] hardware) and purchase the best deal you could find.,software,neutral
If your time is worth anything to you[comma] if you are tired of rebooting[comma] reformatting[comma] reinstalling[comma] trying to find drivers[comma] if you want a computer to work for you for a change[comma] make the change to this computer.,drivers,negative
The layout of the MacBook is horrible and confusing;,layout,negative
Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in)[comma] buttons not working and USB ports inoperative.,speaker grill,negative
The Bluetooth was not there at all[comma] and the fingerprint reader driver would be there[comma] but the software would hang after installation was 1/2 way done.,fingerprint reader driver,negative
Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows)[comma] but iwork is cheap compared to office.,windows,neutral
_ I definitely suggest getting an extended warranty[comma] you will probably need it!,extended warranty,positive
